Order in the DSM-5,DSM-5 Chapter,DSM-5 Disorder,Constituent symptom (wording from DSM-5),Unique symptom number (index for duplicate symptoms; sort by this column to see the groups of symptoms that have been coded as redundant),"Specifier ( 0 = primary diagnosis, 1 = specifier)","Repeats at all (0 = no, 1 = yes)","Repeats within a chapter (0=no, 1=yes)",Number of diagnoses symptom appears in (count),"Repeats between chapters (0=no, 1=yes)",Number of chapters symptom appears in (count)
877,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Use Disorder,"Phencyclidine use in situations in which it is physically hazardous (eg, driving an automobile or operating a machine when impaired by a phencyclidine)",173,0,1,1,10,0,1
878,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Use Disorder,Phencyclidine use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine,174,0,1,1,10,0,1
879,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Use Disorder,A need for markedly increased amounts of the phencyclidine to achieve intoxication or desired effect,175,0,1,1,10,0,1
880,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Use Disorder,Diminished effect with continued use of the same amount of the phencyclidine,458,0,1,1,10,0,1
881,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,Hallucinogen is taken in larger amounts than was intended,453,0,1,1,10,0,1
882,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,Hallucinogen is taken over a longer period than was intended,454,0,1,1,10,0,1
883,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,Desire or unsuccessful efforts to cut down or control hallucinogen use,672,0,1,1,10,0,1
884,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,A great deal of time is spent in activities necessary to obtain or use the hallucinogen,456,0,1,1,10,0,1
885,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,A great deal of time is spent in activities necessary to recover from the effects of the hallucinogen,457,0,1,1,9,0,1
886,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,"Craving, or a strong desire or urge to use hallucinogen",171,0,1,1,10,0,1
887,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,"Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (eg, arguments with a spouse about consequences of intoxication; physical fights)",172,0,1,1,10,0,1
888,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,"Hallucinogen use in situations in which it is physically hazardous (eg, driving an automobile or operating a machine when impaired by a phencyclidine)",173,0,1,1,10,0,1
889,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine,174,0,1,1,10,0,1
890,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,A need for markedly increased amounts of the hallucinogen to achieve intoxication or desired effect,175,0,1,1,10,0,1
891,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Use Disorder,Diminished effect with continued use of the same amount of the hallucinogen,458,0,1,1,10,0,1
892,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,"Recent use of phencyclidine (or a pharmacologically similar substance)

",13,0,0,0,1,0,1
893,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Belligerence,193,0,1,1,3,0,1
894,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Assaultiveness,165,0,1,1,5,1,4
895,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Impulsiveness ,194,0,1,1,6,1,3
896,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Unpredictability ,195,0,0,0,1,0,1
897,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Psychomotor agitation,598,0,1,1,16,1,5
898,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Impaired judgement,177,0,1,1,9,0,1
899,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Vertical or horizontal nystagmus,179,0,1,1,4,0,1
900,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Tachycardia,339,0,1,1,8,1,2
901,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Numbness ,196,0,0,0,1,0,1
902,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Diminished responsiveness to pain,44,0,0,0,1,0,1
903,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Ataxia,178,0,1,1,9,1,3
904,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Dysarthria,391,0,1,1,6,1,2
905,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Muscle rigidity ,197,0,0,0,1,0,1
906,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Seizures,392,0,1,1,5,1,2
907,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Coma,182,0,1,1,6,0,1
908,Ch16 - Substance-Related and Addictive Disorders,Phencyclidine Intoxication,Hyperacusis ,198,0,0,0,1,0,1
909,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,"Recent use of a hallucinogen (other than phencyclidine)

",12,0,0,0,1,0,1
910,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Anxiety,321,0,1,1,12,1,4
911,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Depression,295,0,1,1,15,1,6
912,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Ideas of reference ,199,0,1,0,2,1,2
913,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Fear of “losing one’s mind”,306,0,1,0,4,1,4
914,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Paranoid ideation,508,0,1,1,4,1,3
915,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Impaired judgement,177,0,1,1,9,0,1
916,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Subjective intensification of perceptions occurring in a state of full wakefulness and alertness ,201,0,0,0,1,0,1
917,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Depersonalization occurring in a state of full wakefulness and alertness,351,0,1,1,6,1,5
918,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Derealization occurring in a state of full wakefulness and alertness,591,0,1,1,6,1,4
919,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Illusions occurring in a state of full wakefulness and alertness,1115,0,1,1,6,0,1
920,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Hallucinations occurring in a state of full wakefulness and alertness,287,0,1,1,14,1,5
921,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Synesthesias occurring in a state of full wakefulness and alertness ,202,0,0,0,1,0,1
922,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Pupillary dilation ,203,0,1,1,4,0,1
923,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Tachycardia,339,0,1,1,8,1,2
924,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Sweating,340,0,1,1,7,1,2
925,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Palpitations,337,0,1,0,2,1,2
926,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Blurring of vision ,204,0,1,1,2,0,1
927,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Tremors,389,0,1,1,8,1,4
928,Ch16 - Substance-Related and Addictive Disorders,Other Hallucinogen Intoxication,Incoordination,178,0,1,1,9,1,3
929,Ch16 - Substance-Related and Addictive Disorders,Hallucinogen Persisting Perception Disorder,"Reexperiencing of one or more of the perceptual symptoms that were experienced while intoxicated with the hallucinogen (eg, geometric hallucinations, false perceptions of movement in the peripheral visual fields, flashes of color, intensified colors, trails of images of moving objects, positive afterimages, halos around objects, macropsia and micropsia) following cessation of use of a hallucinogen",205,0,0,0,1,0,1
930,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,Inhalant substance use is taken in larger amounts than was intended,453,0,1,1,10,0,1
931,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,Inhalant substance is taken over a longer period than was intended,454,0,1,1,10,0,1
932,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,"Desire or unsuccessful efforts to cut down or control use of the inhalant substance

",672,0,1,1,10,0,1
933,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,A great deal of time is spent in activities necessary to obtain or use the inhalant substance,456,0,1,1,10,0,1
934,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,A great deal of time is spent in activities necessary to recover from effects of the inhalant substance,457,0,1,1,9,0,1
935,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,"Craving, or a strong desire or urge to use the substance inhalant",171,0,1,1,10,0,1
936,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,"Continued substance inhalant use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the substance inhalant (eg, arguments with a spouse about consequences of intoxication; physical fights)",172,0,1,1,10,0,1
937,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,"Substance inhalant use in situations in which it is physically hazardous (eg, driving an automobile or operating a machine when impaired by a substance inhalant)",173,0,1,1,10,0,1
938,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,Substance inhalant use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance inhalant,174,0,1,1,10,0,1
939,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,A need for markedly increased amounts of the substance inhalant to achieve intoxication or desired effect,175,0,1,1,10,0,1
940,Ch16 - Substance-Related and Addictive Disorders,Inhalant Use Disorder,Diminished effect with continued use of the same amount of the substance inhalant,458,0,1,1,10,0,1
941,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,"Recent intended short-term, high-dose exposure to inhalant substances, including volatile hydrocarbons such as toluene or gasoline

",14,0,0,0,1,0,1
942,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Belligerence,193,0,1,1,3,0,1
943,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Assaultiveness,165,0,1,1,5,1,4
944,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Apathy,206,0,1,1,5,1,2
945,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Impaired judgement,177,0,1,1,9,0,1
946,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Dizziness,347,0,1,0,2,1,2
947,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Nystagmus,179,0,1,1,4,0,1
948,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Incoordination,178,0,1,1,9,1,3
949,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Slurred speech,391,0,1,1,6,1,2
950,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Unsteady gait,560,0,1,1,4,1,2
951,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Lethargy,662,0,1,1,12,1,6
952,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Depressed reflexes,208,0,0,0,1,0,1
953,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Psychomotor retardation,69,0,1,1,14,1,5
954,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Tremor,389,0,1,1,8,1,4
955,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Generalized muscle weakness,387,0,1,1,3,1,2
956,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Blurred vision,204,0,1,1,2,0,1
957,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Diplopia ,209,0,0,0,1,0,1
958,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Stupor,64,0,1,1,9,1,7
959,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Coma,182,0,1,1,6,0,1
960,Ch16 - Substance-Related and Addictive Disorders,Inhalant Intoxication,Euphoria,290,0,1,1,10,1,4
961,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Opioid is taken in larger amounts than was intended,453,0,1,1,10,0,1
962,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Opioids are taken over a longer period than was intended,454,0,1,1,10,0,1
963,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Desire or unsuccessful efforts to cut down or control use of opioids,672,0,1,1,10,0,1
964,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,A great deal of time is spent in activities necessary to obtain or use opioids,456,0,1,1,10,0,1
965,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,A great deal of time is spent in activities to recover from the effects of opioids,457,0,1,1,9,0,1
966,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,"Craving, or a strong desire or urge to use opioids",171,0,1,1,10,0,1
967,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,"Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the opioids (eg, arguments with a spouse about consequences of intoxication; physical fights)",172,0,1,1,10,0,1
968,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,"Opioid use in situations in which it is physically hazardous (eg, driving an automobile or operating a machine when impaired by opioids)",173,0,1,1,10,0,1
969,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Continued opioid use despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by opioids,174,0,1,1,10,0,1
970,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,A need for markedly increased amounts of the opioid to achieve intoxication or desired effect,175,0,1,1,10,0,1
971,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Diminished effect with continued use of the same amount of the opioid,458,0,1,1,10,0,1
972,Ch16 - Substance-Related and Addictive Disorders,Opioid Use Disorder,Opioids (or a closely related substance) are taken to relieve or avoid withdrawal symptoms,558,0,1,1,7,0,1
973,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,"Recent use of an opioid

",15,0,0,0,1,0,1
974,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Euphoria,290,0,1,1,10,1,4
975,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Apathy,206,0,1,1,5,1,2
976,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Dysphoria,590,0,1,1,4,0,1
977,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Psychomotor agitation,598,0,1,1,16,1,5
978,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Psychomotor retardation,69,0,1,1,14,1,5
979,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Impaired judgement,177,0,1,1,9,0,1
980,Ch16 - Substance-Related and Addictive Disorders,Opioid Intoxication,Pupillary constriction ,210,0,0,0,1,0,1
